speech_id,url,title,author,date,year,word_count,jurisdiction,jurisdiction_category,country_method,institution_alias,inflation_mentioned,inflation_persistence,persistence_pattern,persistence_phrase,policy_clause_count,hawkishness_score,tone_mixedness,tone_signal_strength,tone_valid,tone_label
6280403219dcbd14,https://www.bis.org/review/r980518b.pdf,"Mr. Meyer discusses the Federal Reserve and bank supervision and regulation (Central Bank Articles and Speeches, 16 Apr 98)",Laurence H Meyer,1998-04-16 00:00:00,1998,6107,United States,national,institution_alias,Federal Reserve System,False,False,,,7,0.53479767,0.93040466,0.46233056,True,balanced
5b3d5a5bd0dae614,https://www.bis.org/review/r980518a.pdf,"Mr. Meyer remarks on the economic outlook and the challenges facing monetary policy (Central Bank Articles and Speeches, 9 Apr 98)",Laurence H Meyer,1998-04-09 00:00:00,1998,2456,United States,national,institution_alias,Federal Reserve System,True,False,,,41,0.48586570,0.97173140,0.66428079,True,balanced
26444bdb9a912075,https://www.bis.org/review/r980427b.pdf,"Mr. Macfarlane discusses Australia's position in light of recent events in Asia (Central Bank Articles and Speeches, 26 Mar 98)",Ian J Macfarlane,1998-03-26 00:00:00,1998,4004,Australia,national,institution_alias,Reserve Bank of Australia,True,False,,,4,0.54357463,0.91285073,0.71937987,True,balanced
904105686e44da8d,https://www.bis.org/review/r980427a.pdf,"The Bank of Japan's April report of recent economic and financial developments (Central Bank Articles and Speeches, 13 Apr 98)",Bank of Japan,1998-04-13 00:00:00,1998,606,Japan,national,institution_alias,Bank of Japan,False,False,,,2,0.27647615,0.55295229,0.66310190,True,dovish
e2ef283abd3a81f5,https://www.bis.org/review/r980421b.pdf,"Mr. Ferguson remarks on the Federal Reserve's Role in the payments system (Central Bank Articles and Speeches, 4 Apr 98)",Roger W Ferguson,1998-04-04 00:00:00,1998,3137,United States,national,institution_alias,Federal Reserve System,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
271dd4d470fa6331,https://www.bis.org/review/r980421a.pdf,"Mr. Stals discusses the transformation of the national payment and interbank settlement systems (Central Bank Articles and Speeches, 1 Apr 98)",Chris Stals,1998-04-01 00:00:00,1998,2207,South Africa,national,institution_alias,South African Reserve Bank,False,False,,,1,0.16197408,0.32394816,0.45589976,True,dovish
a5a27b7968bd3e24,https://www.bis.org/review/r980417d.pdf,"Mr. Brash addresses the topic 'living with low inflation: farming for profit' in New Zealand (Central Bank Articles and Speeches, 2 Apr 98)",Donald T Brash,1998-04-02 00:00:00,1998,3225,New Zealand,national,institution_alias,Reserve Bank of New Zealand,True,False,,,42,0.52031645,0.95936711,0.52664800,True,balanced
bcf065a2c563baa0,https://www.bis.org/review/r980417c.pdf,"Mr. Greenspan discusses the ascendance of market capitalism (Central Bank Articles and Speeches, 2 Apr 98)",Alan Greenspan,1998-04-02 00:00:00,1998,3242,United States,national,institution_alias,Federal Reserve System,False,False,,,2,0.58319320,0.83361361,0.35038006,True,hawkish
6aebc9711a6a6581,https://www.bis.org/review/r980417b.pdf,"Mr. George speaks on the advent of the euro, and its possible impact on Europe and the Mediterranean region (Central Bank Articles and Speeches, 26 Mar 98)",Edward George,1998-03-26 00:00:00,1998,2865,United Kingdom,national,institution_alias,Bank of England,False,False,,,4,0.43218179,0.86436358,0.46076684,True,dovish
dd623eb32f7e7096,https://www.bis.org/review/r980417a.pdf,"Mr. Crockett discusses financial stability and international capital flows (Central Bank Articles and Speeches, 13 Feb 98)",Andrew Crockett,1998-02-13 00:00:00,1998,3771,International,international,institution_alias,Bank for International Settlements,True,False,,,9,0.54376828,0.91246343,0.69907304,True,balanced
5ab85df37e9d8f2f,https://www.bis.org/review/r980407b.pdf,"Mr. Thiessen reports on the future performance of the Canadian economy (Central Bank Articles and Speeches, 25 Mar 98)",Gordon Thiessen,1998-03-25 00:00:00,1998,2070,Canada,national,institution_alias,Bank of Canada,True,False,,,28,0.37846301,0.75692603,0.55793733,True,dovish
dac1e470156983ef,https://www.bis.org/review/r980407a.pdf,"Mr. Carse speaks on banking supervision in Hong Kong and the lessons learned from the financial crisis in Asia (Central Bank Articles and Speeches, 27 Mar 98)",David Carse,1998-03-27 00:00:00,1998,2983,Hong Kong SAR,territory,institution_alias,Hong Kong Monetary Authority,True,False,,,20,0.57007194,0.85985612,0.52905298,True,hawkish
a94607c97753a107,https://www.bis.org/review/r980401b.pdf,"Ms. Phillips reviews major milestones, key factors and future directions of the OTC derivatives market (Central Bank Articles and Speeches, 26 Mar 98)",Susan M Phillips,1998-03-26 00:00:00,1998,2848,United States,national,institution_alias,Federal Reserve System,False,False,,,1,0.07224496,0.14448992,0.51830005,True,dovish
e299d69a78308877,https://www.bis.org/review/r980401a.pdf,"Mr. Stals looks at the role of central banks in the twenty-first century (Central Bank Articles and Speeches, 23 Mar 98)",Chris Stals,1998-03-23 00:00:00,1998,1587,South Africa,national,institution_alias,South African Reserve Bank,True,False,,,7,0.47980195,0.95960391,0.31842097,True,balanced
d3ee2d113cd6f620,https://www.bis.org/review/r980327c.pdf,"Mr. Patrikis discusses global electronic commerce (Central Bank Articles and Speeches, 9 Mar 98)",Ernest T Patrikis,1998-03-09 00:00:00,1998,2699,United States,national,institution_alias,Federal Reserve Bank,True,False,,,10,0.38480561,0.76961121,0.39734012,True,dovish
08fbda03ac5ade04,https://www.bis.org/review/r980327b.pdf,"Mr. Meyer addresses the competitiveness of financial centres from a Swiss perspective (Central Bank Articles and Speeches, 23 Mar 98)",Hans Meyer,1998-03-23 00:00:00,1998,5785,Switzerland,national,institution_alias,Swiss National Bank,False,False,,,7,0.45223945,0.90447890,0.32958816,True,balanced
8d783c9a675ef0a0,https://www.bis.org/review/r980327a.pdf,"Mr. Issing discusses the European Central Bank as a new institution and the problem of accountability (Central Bank Articles and Speeches, 20 Mar 98)",Otmar Issing,1998-03-20 00:00:00,1998,6780,Germany,national,institution_alias,Deutsche Bundesbank,True,False,,,97,0.52738820,0.94522359,0.43162976,True,balanced
8aa1e001552b3b6b,https://www.bis.org/review/r980325e.pdf,"Mr. George discusses Britain in Europe and the economics of EMU (Central Bank Articles and Speeches, 6 Mar 98)",Edward George,1998-03-06 00:00:00,1998,2629,United Kingdom,national,institution_alias,Bank of England,False,False,,,8,0.46794781,0.93589562,0.42077622,True,balanced
46d59233cefa81c6,https://www.bis.org/review/r980325d.pdf,"Mr. Meyer remarks on the strategy of monetary policy in the United States (Central Bank Articles and Speeches, 16 Mar 98)",Laurence H Meyer,1998-03-16 00:00:00,1998,6050,United States,national,institution_alias,Federal Reserve System,True,False,,,100,0.54290823,0.91418354,0.49563754,True,balanced
defedcfe493b44c8,https://www.bis.org/review/r980325c.pdf,"Ms. Phillips focuses on four themes underlying sound international banking supervision (Central Bank Articles and Speeches, 17 Mar 98)",Susan M Phillips,1998-03-17 00:00:00,1998,3046,United States,national,institution_alias,Federal Reserve System,False,False,,,1,0.52412782,0.95174436,0.24909935,True,balanced
e9eb03b417a1f29f,https://www.bis.org/review/r980325b.pdf,"Mr. Ferguson looks at bank supervision from the consulting perspective (Central Bank Articles and Speeches, 9 Mar 98)",Roger W Ferguson,1998-03-09 00:00:00,1998,3716,United States,national,institution_alias,Federal Reserve System,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
ae23e34c055b52b8,https://www.bis.org/review/r980325a.pdf,"Mr. Grenville discusses the Asian economic crisis and how such problems might be avoided in future (Central Bank Articles and Speeches, 12 Mar 98)",Stephen Grenville,1998-03-12 00:00:00,1998,7512,Australia,national,institution_alias,Reserve Bank of Australia,True,False,,,26,0.57841207,0.84317586,0.58529106,True,hawkish
bcc3e8270300b132,https://www.bis.org/review/r980318e.pdf,"Mr. Greenspan gives a testimony on the global financial system (Central Bank Articles and Speeches, 3 Mar 98)",Alan Greenspan,1998-03-03 00:00:00,1998,1253,United States,national,institution_alias,Federal Reserve System,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
cbf2116b8fcb3e74,https://www.bis.org/review/r980318d.pdf,"Mr. Brash asks how central banks can best help banking systems remain strong in a world of open capital markets (Central Bank Articles and Speeches, 13 Mar 98)",Donald T Brash,1998-03-13 00:00:00,1998,4047,New Zealand,national,institution_alias,Reserve Bank of New Zealand,True,False,,,21,0.44831022,0.89662043,0.58937909,True,dovish
f76555c07eb1d355,https://www.bis.org/review/r980318c.pdf,"Mr. Tietmeyer reviews the Central Bank Council of the Deutsche Bundesbank on its 50th anniversary (Central Bank Articles and Speeches, 5 Mar 98)",Hans Tietmeyer,1998-03-05 00:00:00,1998,2690,Germany,national,institution_alias,Deutsche Bundesbank,False,False,,,8,0.38936399,0.77872799,0.34641971,True,dovish
88130f2499759be7,https://www.bis.org/review/r980318b.pdf,"Mr. Macfarlane gives an overview of the Asian situation from an Australian perspective (Central Bank Articles and Speeches, 11 Mar 98)",Ian J Macfarlane,1998-03-11 00:00:00,1998,3449,Australia,national,institution_alias,Reserve Bank of Australia,True,False,,,17,0.50028651,0.99942698,0.56308892,True,balanced
b5dccaab3c51371f,https://www.bis.org/review/r980318a.pdf,"Bank of Japan presents summaries of articles in the February edition of its Quarterly Bulletin (Central Bank Articles and Speeches, 27 Feb 98)",Bank of Japan,1998-02-27 00:00:00,1998,1090,Japan,national,institution_alias,Bank of Japan,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
e2bcb06bd9b28530,https://www.bis.org/review/r980311e.pdf,"Mr. George reviews the role and structure of the New Lady of Threadneedle Street (Central Bank Articles and Speeches, 24 Feb 98)",Edward George,1998-02-24 00:00:00,1998,4446,United Kingdom,national,institution_alias,Bank of England,True,False,,,34,0.37796709,0.75593418,0.36677523,True,dovish
e6d4ce80128f9056,https://www.bis.org/review/r980311d.pdf,Mr. Meister asks whether supervisory capital standards should be modernised or redesigned,Edgar Meister,1998-02-27 00:00:00,1998,2464,Germany,national,institution_alias,Deutsche Bundesbank,False,False,,,1,0.14632479,0.29264958,0.41733285,True,dovish
bfcdd00fa1fae38c,https://www.bis.org/review/r980311c.pdf,"Mr. Reddy reports on recent developments and concerns in the emerging market countries and the current scenario in the Indian economy (Central Bank Articles and Speeches, 20 Feb 98)",Y V Reddy,1998-02-20 00:00:00,1998,2125,India,national,institution_alias,Reserve Bank of India,True,False,,,2,0.52843868,0.94312265,0.23939092,True,balanced
07e0af5c4290bdc5,https://www.bis.org/review/r980311b.pdf,"Mr. Meyer discusses financial globalization and efficient banking regulation (Central Bank Articles and Speeches, 2 Mar 98)",Laurence H Meyer,1998-03-02 00:00:00,1998,2866,United States,national,institution_alias,Federal Reserve System,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
a3dc7c36a7244190,https://www.bis.org/review/r980311a.pdf,"Mr. de Swaan addresses capital adequacy regulation and the road ahead (Central Bank Articles and Speeches, 27 Feb 98)",Tom de Swaan,1998-02-27 00:00:00,1998,2632,Netherlands,national,institution_alias,Netherlands Bank,False,False,,,1,0.85153630,0.29692740,0.46640193,True,hawkish
b2a7ce7ede0647eb,https://www.bis.org/review/r980309b.pdf,"Mr. Greenspan discusses the role of capital in optimal banking supervision and regulation (Central Bank Articles and Speeches, 26 Feb 98)",Alan Greenspan,1998-02-26 00:00:00,1998,3413,United States,national,institution_alias,Federal Reserve System,False,False,,,2,0.57463111,0.85073777,0.49410477,True,hawkish
c2dad120a54a8548,https://www.bis.org/review/r980304c.pdf,"Mr. Greenspan presents the Federal Reserve's semi-annual Humphrey Hawkins monetary policy testimony and report to the US Congress (Central Bank Articles and Speeches, 24 Feb 98)",Alan Greenspan,1998-02-24 00:00:00,1998,4087,United States,national,institution_alias,Federal Reserve System,True,False,,,43,0.56396724,0.87206553,0.62853522,True,hawkish
509edededb5e86b0,https://www.bis.org/review/r980304b.pdf,"Mr. Stals discusses the independence of the central bank and monetary policy in South Africa (Central Bank Articles and Speeches, 24 Feb 98)",Chris Stals,1998-02-24 00:00:00,1998,2862,South Africa,national,institution_alias,South African Reserve Bank,True,False,,,32,0.44581044,0.89162088,0.55872455,True,dovish
c4810f87990a35d0,https://www.bis.org/review/r980304a.pdf,"Mr. Heikensten answers eight questions on monetary policy in Sweden (Central Bank Articles and Speeches, 19 Feb 98)",Lars Heikensten,1998-02-19 00:00:00,1998,4403,Sweden,national,speaker_fallback,,True,False,,,100,0.57275486,0.85449029,0.56095842,True,hawkish
48dba82d9eda73cc,https://www.bis.org/review/r980227e.pdf,"Mr. Grenville discusses exchange rates and crises against the background of the financial turmoil in Asia (Central Bank Articles and Speeches, 16 Jan 98)",Stephen Grenville,1998-01-16 00:00:00,1998,5867,Australia,national,institution_alias,Reserve Bank of Australia,True,False,,,20,0.50039272,0.99921457,0.48758832,True,balanced
b498ca9407a8883a,https://www.bis.org/review/r980227c.pdf,"Mr. Clementi explains how London's banks and markets will help to forge links between the euro area and the rest of the world (Central Bank Articles and Speeches, 10 Feb 98)",Mervyn King,1998-02-10 00:00:00,1998,1536,United Kingdom,national,institution_alias,Bank of England,False,False,,,2,0.36833583,0.73667166,0.52034078,True,dovish
66b32e618f8e59aa,https://www.bis.org/review/r980227b.pdf,"Mr. Kelley discusses the Federal Reserve's perspective on the Year 2000 issue (Central Bank Articles and Speeches, 11 Feb 98)","Edward W Kelley, Jr",1998-02-11 00:00:00,1998,3749,United States,national,institution_alias,Federal Reserve System,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
ed03b97120767af9,https://www.bis.org/review/r980227a.pdf,"The Bank of Japan's January report of recent economic and financial developments (Central Bank Articles and Speeches, 6 Feb 98)",Bank of Japan,1998-02-06 00:00:00,1998,657,Japan,national,institution_alias,Bank of Japan,False,False,,,4,0.56886463,0.86227074,0.81035604,True,hawkish
9ebf6d9851cd1baa,https://www.bis.org/review/r980219c.pdf,"Mr. Tietmeyer considers the challenge of the euro for Europe (Central Bank Articles and Speeches, 12 Feb 98)",Hans Tietmeyer,1998-02-12 00:00:00,1998,2128,Germany,national,institution_alias,Deutsche Bundesbank,True,False,,,11,0.45713547,0.91427094,0.40813900,True,balanced
6890d04fd0fec6e2,https://www.bis.org/review/r980219b.pdf,"Mr. Fazio reports on the Bank of Italy and the European System of Central Banks (Central Bank Articles and Speeches, 12 Feb 98)",Antonio Fazio,1998-02-12 00:00:00,1998,2063,Italy,national,institution_alias,Bank of Italy,True,False,,,28,0.49851483,0.99702967,0.51550074,True,balanced
2e9b052208b44bd3,https://www.bis.org/review/r980219a.pdf,Mr. Heikensten discusses economic policy in EMU and Sweden,Lars Heikensten,1998-02-18 23:00:00,1998,5578,Sweden,national,speaker_fallback,,True,False,,,75,0.52273041,0.95453917,0.41821820,True,balanced
62858cf7551a811b,https://www.bis.org/review/r980213e.pdf,"Mr. Brash addresses the concern about New Zealand's balance-of-payments deficit (Central Bank Articles and Speeches, 30 Jan 98)",Donald T Brash,1998-01-30 00:00:00,1998,6423,New Zealand,national,institution_alias,Reserve Bank of New Zealand,True,False,,,39,0.61455476,0.77089047,0.67866847,True,hawkish
d2dd36f8a87d8009,https://www.bis.org/review/r980213d.pdf,"Mr. Thiessen discusses international developments and the prospects for the Canadian economy (Central Bank Articles and Speeches, 5 Feb 98)",Gordon Thiessen,1998-02-05 00:00:00,1998,2135,Canada,national,institution_alias,Bank of Canada,True,False,,,16,0.29271718,0.58543436,0.74574360,True,dovish
b2706f7b4b73b189,https://www.bis.org/review/r980213c.pdf,"Mr. Hartmann reviews the standardisation in cross-border payments in the light of European economic and monetary union (Central Bank Articles and Speeches, 30 Jan 98)",Wendelin Hartmann,1998-01-30 00:00:00,1998,2921,Germany,national,institution_alias,Deutsche Bundesbank,False,False,,,10,0.34552302,0.69104603,0.34815099,True,dovish
bc03eae2ea48cf25,https://www.bis.org/review/r980213b.pdf,"Mr. Greenspan analyses further the roots of the current crisis in Asia (Central Bank Articles and Speeches, 30 Jan 98)",Alan Greenspan,1998-01-30 00:00:00,1998,3946,United States,national,institution_alias,Federal Reserve System,False,False,,,4,0.40486705,0.80973410,0.58027377,True,dovish
0d67992e7d3996d7,https://www.bis.org/review/r980213a.pdf,"Mr. Greenspan comments on the current direction of the US economy and the fiscal situation in the United States (Central Bank Articles and Speeches, 29 Jan 98)",Alan Greenspan,1998-01-29 00:00:00,1998,1424,United States,national,institution_alias,Federal Reserve System,True,False,,,11,0.40517375,0.81034751,0.69939538,True,dovish
446455b2ee4ee081,https://www.bis.org/review/r980205b.pdf,"Mr. George discusses the problems in Asia and considers the risks they pose to the global economy (Central Bank Articles and Speeches, 22 Jan 98)",Edward George,1998-01-22 00:00:00,1998,2477,United Kingdom,national,institution_alias,Bank of England,True,False,,,10,0.42054520,0.84109040,0.57590905,True,dovish
bbde773d997fae31,https://www.bis.org/review/r980205a.pdf,"Mr. Bäckström reports on inflation and the interest rate in Sweden (Central Bank Articles and Speeches, 27 Jan 98)",Urban Bäckström,1998-01-27 00:00:00,1998,3385,Sweden,national,speaker_fallback,,True,False,,,98,0.63860218,0.72279563,0.54557692,True,hawkish
de129a3a20c8f68e,https://www.bis.org/review/r980202b.pdf,"Mr. Fazio discusses Italy and Europe in a world of global finance (Central Bank Articles and Speeches, 24 Jan 98)",Antonio Fazio,1998-01-24 00:00:00,1998,5025,Italy,national,institution_alias,Bank of Italy,True,False,,,24,0.42762077,0.85524154,0.66492864,True,dovish
82dc868f5f34a1b8,https://www.bis.org/review/r980202a.pdf,Statement by Mr. Dai Xianglong on the stability of the Chinese yuan and on a number of other regional issues,Dai Xianglong,1998-02-01 23:00:00,1998,1995,China,national,institution_alias,People's Bank of China,False,False,,,7,0.56743429,0.86513143,0.57437346,True,hawkish
3b907f4666ae4ef7,https://www.bis.org/review/r980114d.pdf,Mr. Tietmeyer discusses prospects and challenges for European integration in the run-up to EMU,Hans Tietmeyer,1998-01-13 23:00:00,1998,2425,Germany,national,institution_alias,Deutsche Bundesbank,True,False,,,5,0.51998402,0.96003196,0.33010520,True,balanced
7eef7a8347e98754,https://www.bis.org/review/r980114c.pdf,"Mr. Issing comments on the problem of credibility of the European Central Bank (Central Bank Articles and Speeches, 4 Jan 98)",Otmar Issing,1998-01-04 00:00:00,1998,2416,Germany,national,institution_alias,Deutsche Bundesbank,True,False,,,33,0.51529604,0.96940792,0.46029745,True,balanced
1a13701d1512ca26,https://www.bis.org/review/r980114b.pdf,"Mr. Greenspan's remarks to the American Economic Association and the American Finance Association (Central Bank Articles and Speeches, 3 Jan 98)",Alan Greenspan,1998-01-03 00:00:00,1998,3808,United States,national,institution_alias,Federal Reserve System,True,False,,,31,0.56594362,0.86811275,0.56233821,True,hawkish
a37a368f91fd64cf,https://www.bis.org/review/r000131b.pdf,"Mr Bergo focuses on Norges Bank's responsibility for promoting an efficient payment system (Central Bank Articles and Speeches, 11 Nov 1999)",Jarle Bergo,1999-11-11 00:00:00,1999,6929,Norway,national,institution_alias,Norges Bank,True,False,,,3,0.16551119,0.33102239,0.73626388,True,dovish
2ffe4d3a85f64b3c,https://www.bis.org/review/r981029c.pdf,Bank of Japan's monthly report of recent economic and financial developments,Bank of Japan,1999-12-28 23:00:00,1999,763,Japan,national,institution_alias,Bank of Japan,False,False,,,7,0.18482775,0.36965550,0.71310482,True,dovish
3cc034bb21953726,https://www.bis.org/review/r991220c.pdf,"Bank of Japan's December report of recent economic and financial developments (Central Bank Articles and Speeches, 21 Dec 1999)",Bank of Japan,1999-12-21 00:00:00,1999,1085,Japan,national,institution_alias,Bank of Japan,False,False,,,7,0.27021912,0.54043824,0.54680151,True,dovish
b358da1a70de60cb,https://www.bis.org/review/r991220b.pdf,"Mr Bäckström offers some thoughts on asset prices and their relevance to central banks (Central Bank Articles and Speeches, 16 Dec 1999)",Urban Bäckström,1999-12-16 00:00:00,1999,2307,Sweden,national,institution_alias,Sveriges Riksbank,True,False,,,2,0.73738237,0.52523527,0.47094895,True,hawkish
f7861aa1501f6b1a,https://www.bis.org/review/r991220a.pdf,"Mr Bäckström discusses the prospects for the Swedish economy on the threshold of the new millennium (Central Bank Articles and Speeches, 3 Dec 1999)",Urban Bäckström,1999-12-03 00:00:00,1999,3565,Sweden,national,institution_alias,Sveriges Riksbank,True,False,,,17,0.55344874,0.89310252,0.53305165,True,hawkish
af7f4f84a98fa91d,https://www.bis.org/review/r991210c.pdf,"Mr Latter gives a tour d'horizon of the current situation on the world financial markets (Central Bank Articles and Speeches, 7 Dec 1999)",opening address by Tony Latter,1999-12-07 00:00:00,1999,1971,Hong Kong SAR,territory,institution_alias,Hong Kong Monetary Authority,True,False,,,4,0.41843073,0.83686147,0.56410491,True,dovish
9639eecb785d5304,https://www.bis.org/review/r991210b.pdf,"Mr Crockett asks whether the international financial system needs mending (Central Bank Articles and Speeches, 8 Dec 1999)",Andrew Crockett,1999-12-08 00:00:00,1999,4544,International,international,institution_alias,Bank for International Settlements,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
50f33d76a2ded206,https://www.bis.org/review/r991210a.pdf,"Mr Thiessen clarifies some points regarding the economy, productivity and standard of living in Canada (Central Bank Articles and Speeches, 6 Dec 1999)",Gordon Thiessen,1999-12-06 00:00:00,1999,2702,Canada,national,institution_alias,Bank of Canada,True,False,,,12,0.49989501,0.99979002,0.56006571,True,balanced
259298ee21d4006e,https://www.bis.org/review/r991208b.pdf,"Mr Desario discusses new approaches to the international regulation of credit risk (Central Bank Articles and Speeches, 15 Oct 1999)",Dott. Vincenzo Desario,1999-10-15 00:00:00,1999,5369,Italy,national,institution_alias,Bank of Italy,False,False,,,6,0.55308079,0.89383842,0.59895014,True,hawkish
09e25cfd2648cb8d,https://www.bis.org/review/r991208a.pdf,"Mr George looks at past, present and future challenges for the City of London (Central Bank Articles and Speeches, 7 Dec 1999)",Edward George,1999-12-07 00:00:00,1999,2970,United Kingdom,national,institution_alias,Bank of England,False,False,,,1,0.29646727,0.59293453,0.65540376,True,dovish
cfca657cd2a477d0,https://www.bis.org/review/r991207b.pdf,"Mr Hofmann gives a lecture on 'Ratings and the emerging new equity standards: a symposium on the BIS proposals' (Central Bank Articles and Speeches, 2 Dec 1999)",Mervyn King,1999-12-02 00:00:00,1999,3152,Germany,national,institution_alias,Deutsche Bundesbank,False,False,,,0,0.50000000,0.00000000,0.00000000,False,insufficient_signal
14f4e960b031c409,https://www.bis.org/review/r991207a.pdf,"Mr Noyer briefly outlines the historic evolution of EMU and summarises the experience gained with the euro (Central Bank Articles and Speeches, 6 Dec 1999)",Christian Noyer,1999-12-06 00:00:00,1999,3991,European Union,supranational,institution_alias,European Central Bank,True,False,,,58,0.50852659,0.98294681,0.44699959,True,balanced
fbbaf04bd419f461,https://www.bis.org/review/r991201c.pdf,"Mr Noyer sheds some light on the international role of the euro (Central Bank Articles and Speeches, 26 Nov 1999)",Christian Noyer,1999-11-26 00:00:00,1999,3638,European Union,supranational,institution_alias,European Central Bank,True,False,,,13,0.37311576,0.74623152,0.39442394,True,dovish
4b1539679d6e10d3,https://www.bis.org/review/r991201b.pdf,"Mr Grenville deliberates on Asia's financial markets and on capitalising on reform (Central Bank Articles and Speeches, 30 Nov 1999)",Stephen Grenville,1999-11-30 00:00:00,1999,2136,Australia,national,institution_alias,Reserve Bank of Australia,False,False,,,2,0.24048338,0.48096676,0.42641652,True,dovish
958ab71e10bed5a8,https://www.bis.org/review/r991201a.pdf,"Mr Fazio gives an address on the Italian capital markets and the need for new strategies in Euroland (Central Bank Articles and Speeches, 23 Nov 1999)",Antonio Fazio,1999-11-23 00:00:00,1999,1847,Italy,national,institution_alias,Bank of Italy,False,False,,,3,0.44851678,0.89703357,0.77897787,True,dovish
94d0bd0c874b0ea6,https://www.bis.org/review/r991130c.pdf,"Mr Schieber takes a look at European monetary policy under the sign of the euro (Central Bank Articles and Speeches, 22 Nov 1999)",Helmut Schieber,1999-11-22 00:00:00,1999,2571,Germany,national,institution_alias,Deutsche Bundesbank,True,False,,,21,0.54329238,0.91341523,0.40930690,True,balanced
61868ed0722dbf69,https://www.bis.org/review/r991130b.pdf,"Mr Lee examines issues relating to the changing financial landscape (Central Bank Articles and Speeches, 26 Nov 1999)",Lee Hsien Loong,1999-11-26 00:00:00,1999,3071,Singapore,national,institution_alias,Monetary Authority of Singapore,False,False,,,9,0.53600038,0.92799924,0.46971604,True,balanced
68955d1a8218ec76,https://www.bis.org/review/r991130a.pdf,"Mr Macfarlane's statement to the House of Representatives Standing Committee on Economics, Finance and Public Administration (Central Bank Articles and Speeches, 29 Nov 1999)",Ian J Macfarlane,1999-11-29 00:00:00,1999,2868,Australia,national,institution_alias,Reserve Bank of Australia,True,True,second_round_or_deanchoring,second round effects,49,0.58450065,0.83099869,0.54362398,True,hawkish
0cf3c5b837036779,https://www.bis.org/review/r991126c.pdf,"Mr Hartmann reflects on recent developments in international payment systems (Central Bank Articles and Speeches, 23 Nov 1999)",Wendelin Hartmann,1999-11-23 00:00:00,1999,2743,Germany,national,institution_alias,Deutsche Bundesbank,False,False,,,4,0.30423328,0.60846655,0.38351356,True,dovish
ed355e8dd1ceb2a2,https://www.bis.org/review/r991126b.pdf,"Mr Liebscher wonders whether financial crises are really here to stay (Central Bank Articles and Speeches, 23 Nov 1999)",Klaus Liebscher,1999-11-23 00:00:00,1999,2191,Austria,national,institution_alias,Oesterreichische Nationalbank,True,False,,,11,0.43657208,0.87314415,0.52698318,True,dovish
28aeab6c07120bf8,https://www.bis.org/review/r991126a.pdf,"Mr Bäckström discusses the Swedish economy in the 21st century (Central Bank Articles and Speeches, 22 Nov 1999)",Urban Bäckström,1999-11-22 00:00:00,1999,2304,Sweden,national,institution_alias,Sveriges Riksbank,True,False,,,12,0.60373306,0.79253387,0.58363848,True,hawkish
ac661d806b8dd72a,https://www.bis.org/review/r991124d.pdf,"Ms Hessius speaks on a number of topics including the 'new economy', the 'long boom' and the actual and potential role of asset prices in monetary policy (Central Bank Articles and Speeches, 29 Oct 1999)",Kerstin Hessius,1999-10-29 00:00:00,1999,3047,Sweden,national,institution_alias,Sveriges Riksbank,True,False,,,46,0.52338202,0.95323595,0.51843722,True,balanced
75995e69c6cdcbad,https://www.bis.org/review/r991124c.pdf,"Mr Noyer reports on monetary policy-making in Europe (Central Bank Articles and Speeches, 19 Nov 1999)",Christian Noyer,1999-11-19 00:00:00,1999,3905,European Union,supranational,institution_alias,European Central Bank,True,False,,,79,0.54391996,0.91216007,0.43497121,True,balanced
22bf4ae9956bb902,https://www.bis.org/review/r991124b.pdf,"Mr Welteke examines the extent to which markets need guidance and in which specific areas (Central Bank Articles and Speeches, 19 Nov 1999)",Mr Ernst Welteke,1999-11-19 00:00:00,1999,1318,Germany,national,institution_alias,Deutsche Bundesbank,False,False,,,1,0.51003817,0.97992366,0.54472471,True,balanced
dcd9ab950007d595,https://www.bis.org/review/r991124a.pdf,"Mr Duisenberg explains the thinking of the European Central Bank on the issue of whether markets need guidance (Central Bank Articles and Speeches, 19 Nov 1999)",Willem F Duisenberg,1999-11-19 00:00:00,1999,1427,European Union,supranational,institution_alias,European Central Bank,True,False,,,24,0.47484424,0.94968848,0.37714796,True,balanced
2ddc43d4b4fcb0e5,https://www.bis.org/review/r991123b.pdf,"Mr Alweendo discusses Namibia's current exchange rate arrangement and its implications for the country's monetary policy (Central Bank Articles and Speeches, 17 Nov 1999)",Tom Alweendo,1999-11-17 00:00:00,1999,6204,Namibia,national,institution_alias,Bank of Namibia,True,False,,,68,0.54724464,0.90551073,0.43109220,True,balanced
38147725e4e49d95,https://www.bis.org/review/r991123a.pdf,"Mr Bäckström reviews international financial turbulence in the 1990s (Central Bank Articles and Speeches, 18 Nov 1999)",Urban Bäckström,1999-11-18 00:00:00,1999,3740,Sweden,national,institution_alias,Sveriges Riksbank,True,False,,,16,0.63942825,0.72114351,0.56374712,True,hawkish
